rank	word	frequency
1586	feidhmeanna	60
1587	gcomparáid	60
1588	hathair	60
1589	naoi	60
1590	ocht	60
1591	riachtanach	60
1592	shóisialta	60
1593	slí	60
1594	t-airgead	60
1595	toghchán	60
1596	tú	60
1597	uimhir	60
1598	were	60
1599	Úcráin	60
1600	Chríost	59
1601	Fáil	59
1602	Gaeil	59
1603	Mara	59
1604	Rialtais	59
1605	Saoirse	59
1606	Teach	59
1607	aithint	59
1608	bí	59
1609	caidreamh	59
1610	carr	59
1611	casta	59
1612	ceathrar	59
1613	coitianta	59
1614	cruinne	59
1615	cuimhne	59
1616	dona	59
1617	eagarthóir	59
1618	fhilíocht	59
1619	fhás	59
1620	gasúir	59
1621	mhealladh	59
1622	mála	59
1623	nó	59
1624	páirtí	59
1625	tacaíochta	59
1626	thaitin	59
1627	údarás	59
1628	Chonaill	58
1629	Conas	58
1630	Conradh	58
1631	Dála	58
1632	Idir	58
1633	Lena	58
1634	Rua	58
1635	Sinn	58
1636	Trí	58
1637	aistrigh	58
1638	bhur	58
1639	cabhrú	58
1640	cairde	58
1641	fuinnimh	58
1642	hÉirinn	58
1643	iomarca	58
1644	ní	58
1645	one	58
1646	shiúil	58
1647	teagaisc	58
1648	tógáil	58
1649	údair	58
1650	úrscéal	58
1651	Aoine	57
1652	Eaglais	57
1653	Heaney	57
1654	LE	57
1655	Luimneach	57
1656	Taoiseach	57
1657	aigne	57
1658	amárach	57
1659	buailte	57
1660	buartha	57
1661	ceathrú	57
1662	cheoil	57
1663	chomhlíonadh	57
1664	cruinniú	57
1665	fhadhb	57
1666	fhiú	57
1667	fhoilsiú	57
1668	lear	57
1669	leighis	57
1670	lámhscríbhinn	57
1671	mbord	57
1672	meán	57
1673	naoú	57
1674	ndéanfaidh	57
1675	polasaí	57
1676	spraoi	57
1677	spéir	57
1678	séipéal	57
1679	údaraithe	57
1680	Bhuail	56
1681	Hiúdaí	56
1682	Laoghaire	56
1683	Mhaigh	56
1684	Muire	56
1685	Ríoga	56
1686	bheas	56
1687	bhfolach	56
1688	bhraith	56
1689	buille	56
1690	chas	56
1691	chinneadh	56
1692	chontae	56
1693	cruinn	56
1694	cuimsitheach	56
1695	cumhacht	56
1696	drámaíochta	56
1697	ghlúin	56
1698	lua	56
1699	mháthar	56
1700	ná	56
1701	ochtú	56
1702	stiúrthóir	56
1703	they	56
1704	thoil	56
1705	tigh	56
1706	Óg	56
1707	ócáid	56
1708	Ceann	55
1709	Sheáin	55
1710	Thuig	55
1711	adhmaid	55
1712	áit	55
1713	cabhair	55
1714	ceannaire	55
1715	conradh	55
1716	cosa	55
1717	cosc	55
1718	cultúrtha	55
1719	daonna	55
1720	deartháir	55
1721	eol	55
1722	grúpa	55
1723	imreoirí	55
1724	mhian	55
1725	mhic	55
1726	mholadh	55
1727	mhúinteoirí	55
1728	méadú	55
1729	míniú	55
1730	ndéanfar	55
1731	rachaidh	55
1732	samhraidh	55
1733	sheoladh	55
1734	Naofa	54
1735	Oscar	54
1736	Rud	54
1737	Sheas	54
1738	Sráid	54
1739	Tríonóide	54
1740	aithin	54
1741	athar	54
1742	bhiodh	54
1743	brí	54
1744	báis	54
1745	cainteoirí	54
1746	comhaimseartha	54
1747	comhlachtaí	54
1748	dhath	54
1749	dheis	54
1750	dhíth	54
1751	dtabharfadh	54
1752	et	54
1753	fadhbanna	54
1754	fo-alt	54
1755	foghlama	54
1756	gafa	54
1757	gcúrsaí	54
1758	ghearr	54
1759	ghné	54
1760	iarthar	54
1761	phós	54
1762	páipéar	54
1763	rialacháin	54
1764	rian	54
1765	romham	54
1766	rompu	54
1767	sheol	54
1768	solais	54
1769	sprioc	54
1770	spóirt	54
1771	stát	54
1772	thugadh	54
1773	tithíochta	54
1774	you	54
1775	Albain	53
1776	Amharclann	53
1777	Dhá	53
1778	It	53
1779	Patrick	53
1780	Rúise	53
1781	Thuaisceart	53
1782	beartaithe	53
1783	buí	53
1784	cheannaigh	53
1785	chnuasach	53
1786	chosa	53
1787	dteideal	53
1788	dóchas	53
1789	feidhmiú	53
1790	fhuinneog	53
1791	gaol	53
1792	gceannas	53
1793	ghlór	53
1794	hard	53
1795	labhartha	53
1796	leithscéal	53
1797	léarscáil	53
1798	mBéal	53
1799	mhol	53
1800	nGaillimh	53
1801	oiliúint	53
1802	phearsanta	53
1803	pósta	53
1804	theip	53
1805	ísle	53
1806	Dónall	52
1807	Eibhlín	52
1808	Mam	52
1809	Rug	52
1810	Shíl	52
1811	Sláinte	52
1812	Sunak	52
1813	Times	52
1814	agallamh	52
1815	aisce	52
1816	annamh	52
1817	aris	52
1818	bheo	52
1819	cuidiú	52
1820	deoch	52
1821	dtagann	52
1822	déanann	52
1823	dúshláin	52
1824	gluaiseacht	52
1825	gné	52
1826	linbh	52
1827	ndeireadh	52
1828	neamhspleách	52
1829	nior	52
1830	náire	52
1831	teangacha	52
1832	téarmaí	52
1833	éicint	52
1834	Gàidhlig	51
1835	Phós	51
1836	William	51
1837	aidhm	51
1838	bhog	51
1839	bog	51
1840	caillte	51
1841	cailíní	51
1842	ceantair	51
1843	chomhairle	51
1844	chéim	51
1845	coinníollacha	51
1846	cúrsa	51
1847	dabht	51
1848	dhíol	51
1849	eachtraí	51
1850	foinsí	51
1851	foláir	51
1852	gcathair	51
1853	hAlban	51
1854	imeall	51
1855	ionam	51
1856	í	51
1857	leanúna	51
1858	litreacha	51
1859	léann	51
1860	mbeirt	51
1861	peile	51
1862	phost	51
1863	pháiste	51
1864	samplaí	51
1865	siúil	51
1866	Áine	51
1867	éiríonn	51
1868	Déanfaidh	50
1869	Ghlac	50
1870	Léiríonn	50
1871	Mhuire	50
1872	Ní	50
1873	Paor	50
1874	Pobal	50
1875	Shiúil	50
1876	Sna	50
1877	aistear	50
1878	aréir	50
1879	athruithe	50
1880	bláthanna	50
1881	buíochas	50
1882	ceangailte	50
1883	chaill	50
1884	chothú	50
1885	dhóigh	50
1886	fásta	50
1887	gcrích	50
1888	limistéar	50
1889	mbéal	50
1890	mic	50
1891	ndaltaí	50
1892	nuachtán	50
1893	ranga	50
1894	rátaí	50
1895	seirbhíse	50
1896	sheachaint	50
1897	shúil	50
1898	spreag	50
1899	thiocfadh	50
1900	tuaithe	50
1901	Airgeadais	49
1902	Breathnach	49
1903	Brid	49
1904	Chiarraí	49
1905	Cill	49
1906	Comhar	49
1907	Dáil	49
1908	English	49
1909	Iad	49
1910	Oifig	49
1911	Oireachtais	49
1912	Ollscoile	49
1913	Oíche	49
1914	Spiorad	49
1915	Séamas	49
1916	Theastaigh	49
1917	abhus	49
1918	bhlianta	49
1919	bhráid	49
1920	bhóthair	49
1921	but	49
1922	capall	49
1923	cheantair	49
1924	chreid	49
1925	cos	49
1926	faisnéise	49
1927	ghnó	49
1928	glas	49
1929	grinn	49
1930	lom	49
1931	nGall	49
1932	ndáiríre	49
1933	ndéanamh	49
1934	nuachtáin	49
1935	nádúr	49
1936	oidhreacht	49
1937	plean	49
1938	polaitiúil	49
1939	ranganna	49
1940	rath	49
1941	réasún	49
1942	scríbhinn	49
1943	shiúl	49
1944	sliocht	49
1945	tharlaíonn	49
1946	tobac	49
1947	triall	49
1948	tábhairne	49
1949	would	49
1950	's	48
1951	Chonartha	48
1952	Foilsíodh	48
1953	Giolla	48
1954	He	48
1955	Laighean	48
1956	Láirge	48
1957	Mairéad	48
1958	O'	48
1959	Pat	48
1960	Rith	48
1961	Tharraing	48
1962	Thír	48
1963	bhfarraige	48
1964	bhfios	48
1965	bhíodar	48
1966	briseadh	48
1967	chos	48
1968	chúrsa	48
1969	cliste	48
1970	corp	48
1971	crainn	48
1972	deineadh	48
1973	diaidh	48
1974	doiciméid	48
1975	euro	48
1976	fúithi	48
1977	gcoitinne	48
1978	geal	48
1979	láidre	48
1980	madra	48
1981	mbóthar	48
1982	mhoill	48
1983	ocras	48
1984	oibrigh	48
1985	pictiúir	48
1986	páirtithe	48
1987	reachtaíocht	48
1988	scriobh	48
1989	sneachta	48
1990	spéise	48
1991	síneadh	48
1992	thabharfadh	48
1993	tosú	48
1994	áitiúla	48
1995	Choiste	47
1996	Coimisiún	47
1997	Coiste	47
1998	Daoine	47
1999	Déan	47
2000	Déanann	47
2001	Evan	47
2002	Shuigh	47
2003	Siobhán	47
2004	Spioraid	47
2005	acht	47
2006	athuair	47
2007	bailiú	47
2008	bosca	47
2009	ceiliúradh	47
2010	cosaint	47
2011	craiceann	47
2012	cíos	47
2013	dalta	47
2014	dtugann	47
2015	fhaca	47
2016	fhágann	47
2017	fhéadfá	47
2018	gaoithe	47
2019	has	47
2020	him	47
2021	ionsaí	47
2022	leó	47
2023	mb’	47
2024	mhíle	47
2025	mhóra	47
2026	nDún	47
2027	rialacha	47
2028	saoirse	47
2029	sea	47
2030	shórt	47
2031	soir	47
2032	straitéis	47
2033	stánadh	47
2034	teagmháil	47
2035	teilifís	47
2036	thréimhse	47
2037	thír	47
2038	trom	47
2039	tugtar	47
